idDataset,nombreConjuntoDatos,fechaPublicacion,fechaActualizacion,inicioDato,finDato,fechaDescarga,urlConexionAPI,urlConjuntoDatos,tipoPublicacion
a704ee,"Datos soporte del proceso de liquidación por Código sic agente, Recurso, Tipo combustible, versión y mensual",2023-09-28T21:28:06.433,2025-12-11T12:26:00.153,2017-12-01T00:00:00,2025-11-01T00:00:00,2025-04-30T11:38:47.52,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=a704ee,https://www.simem.co/datadetail/a704eef3-ca1c-4ebf-98a0-01325c61765d,Público
d808d4,Energía de Referencia para el Mercado Secundario,2023-09-29T11:01:54.317,2025-09-03T14:56:00.327,2018-12-01T00:00:00,2050-11-30T00:00:00,2025-04-09T09:42:23.763,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=d808d4,https://www.simem.co/datadetail/d808d43d-e3da-493d-aab5-015a818ade10,Público
2106b8,Precios y estadísticas de los contratos de convocatorias del SICEP entre agentes integrados verticalmente para el mercado regulado por comercializador,2023-09-30T10:35:01.19,2025-12-11T13:30:34.663,2020-10-01T00:00:00,2025-11-01T00:00:00,2025-03-08T11:37:23.957,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=2106b8,https://www.simem.co/datadetail/99686983-57a4-433b-bc5e-028ecd0845ba,Público
B1009C,Compras en bolsa nacional en moneda,2024-11-07T10:33:56.017,2025-12-13T10:22:35.877,2021-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=B1009C,https://www.simem.co/datadetail/b1009c18-5450-4ae7-ad5f-02a07b73d371,Público
E4CE10,Costo Servicios ASIC y CND,2025-07-11T11:30:08.153,2025-12-11T12:24:18.763,2021-01-01T00:00:00,2025-11-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=E4CE10,https://www.simem.co/datadetail/e4ce10c3-dffc-402b-9d54-03a68ec322a5,Público
7AEE6F,Nivel embalse reportado menos compromisos EVE embalsados por planta,2023-09-28T20:27:03.407,2025-12-13T10:29:19.793,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=7AEE6F,https://www.simem.co/datadetail/7aee6f59-52c2-4279-bf7e-042e6a730d51,Público
A9185B,DemandaComercialLiquidacionCargo,2025-07-08T09:22:06.007,2025-11-19T20:25:59.58,2024-10-01T00:00:00,2025-08-31T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=A9185B,https://www.simem.co/datadetail/a9185b6b-cf8b-4813-b198-048a0d250f92,Público
AA7064,InsumosPrecioEscasezMarginalHeatRate,2025-06-06T11:24:00.72,2025-12-11T12:28:12.493,2024-10-01T00:00:00,2025-10-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=AA7064,https://www.simem.co/datadetail/aa706442-715a-49dc-aa0d-04e6894c7a4b,Público
F3A83B,Estadísticas de contratos de Demanda Desconectable Voluntaria (DDV),2023-09-30T11:09:06.763,2025-12-13T08:26:56.59,2022-12-01T00:00:00,2026-11-01T00:00:00,2025-05-06T11:28:35.46,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=F3A83B,https://www.simem.co/datadetail/f3a83baa-a370-4557-be0d-05396fb30421,Público
bf41fe,Histórico Posición abierta por contrato II Open interest II,2025-03-10T23:00:12.1,2025-11-13T13:42:16.183,2023-08-31T00:00:00,2025-10-31T00:00:00,2025-03-13T08:58:15.363,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=bf41fe,https://www.simem.co/datadetail/bf41fe3a-faa8-4f73-9773-07c7f97c8447,Público
ae3f23,Precios de escasez del Cargo por Confiabilidad,2023-09-25T23:36:51.263,2025-12-04T16:57:04.663,2013-01-01T00:00:00,2025-12-01T00:00:00,2025-05-05T10:27:49.407,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=ae3f23,https://www.simem.co/datadetail/ae3f2310-154d-4391-b17c-081a83bc6e0f,Público
5106B9,Declaración de respaldo horaria para cada planta y/o unidad,2023-09-28T20:27:03.407,2025-12-13T10:28:42.607,2021-01-01T00:00:00,2025-08-14T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=5106B9,https://www.simem.co/datadetail/5106b900-7994-4db1-8742-087d22d770e7,Público
f62164,Proyección de reserva caliente de corto plazo,2024-09-06T08:22:41.853,2025-12-07T19:14:10.697,2024-08-26T00:00:00,2025-12-14T00:00:00,2024-09-11T06:25:30.237,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=f62164,https://www.simem.co/datadetail/f6216477-fa97-476e-10c9-08dcce76fc9a,Público
8d3ccd,Proyección de embalse agregado de corto plazo,2024-09-06T08:42:12.99,2025-12-07T19:13:28.97,2024-08-26T00:00:00,2025-12-14T00:00:00,2025-02-21T15:30:24.49,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=8d3ccd,https://www.simem.co/datadetail/8d3ccdc6-f660-4423-10ca-08dcce76fc9a,Público
06b8bc,Proyección de balance energético de corto plazo,2024-09-06T09:01:28.03,2025-12-07T19:18:47.517,2024-08-26T00:00:00,2025-12-14T00:00:00,2025-05-04T21:39:09.523,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=06b8bc,https://www.simem.co/datadetail/06b8bcf9-2bcb-4676-10cb-08dcce76fc9a,Público
d31647,Cantidades y precios en contratos de energía del Mercado Mayorista por comercializador,2024-10-08T14:18:52.303,2025-12-11T13:27:22.987,2022-01-01T00:00:00,2025-11-30T00:00:00,2025-04-29T08:16:50.703,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=d31647,https://www.simem.co/datadetail/d316478b-b8c0-4050-49ec-08dce7ce0b90,Público
0fa2ac,"Datos soporte del proceso de Demandas por Recurso, versión y horaria",2024-11-06T16:25:40.203,2025-12-13T10:37:19.71,2013-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=0fa2ac,https://www.simem.co/datadetail/0fa2acb6-c1fb-4d35-9172-08dcfea99034,Público
aa9f18,"Datos soporte del proceso de Demandas por Código sic agente, Recurso, Unidad, versión y horaria",2024-11-07T07:20:59.477,2025-12-13T10:22:30.78,2024-08-01T00:00:00,2025-12-10T00:00:00,2025-02-10T11:23:23.873,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=aa9f18,https://www.simem.co/datadetail/aa9f18b2-e6d2-41a8-5e98-08dcff26a363,Público
b1c11e,"Datos soporte del proceso de liquidación por Código sic agente, versión y horaria",2024-11-07T10:33:56.017,2025-12-12T17:24:50.927,2024-02-01T00:00:00,2025-12-09T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=b1c11e,https://www.simem.co/datadetail/b1c11ee5-6f8f-4dc4-5e99-08dcff26a363,Público
8d10e6,Proyecciones de las cantidades y precios en contratos de energía del Mercado Mayorista por comercializador,2025-01-20T14:01:10.267,2025-12-12T23:25:34.147,2024-12-01T00:00:00,2030-11-01T00:00:00,2025-04-30T14:36:32.267,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=8d10e6,https://www.simem.co/datadetail/8d10e6f4-dfe4-409b-bc41-08dd3983a071,Público
0bfc9d,Parámetros técnicos de las plantas de generación,2025-02-07T14:10:00.743,2025-12-13T11:15:03.477,2025-01-01T00:00:00,2025-12-13T00:00:00,2025-05-05T10:10:05.087,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=0bfc9d,https://www.simem.co/datadetail/0bfc9de5-c572-46dd-8bdf-08dd40694bf1,Público
270ba7,Reservas de Energía Energético Largo Plazo,2023-10-11T09:06:43.773,2025-11-15T18:30:01.2,2022-01-31T00:00:00,2030-10-31T00:00:00,2025-03-20T21:15:29.38,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=270ba7,https://www.simem.co/datadetail/270ba74c-0367-4ad7-a497-090ba920d74c,Público
D387AB,Bandera para pruebas de disponibilidad,2025-03-07T11:17:46.28,2025-12-13T10:28:59.11,2020-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=D387AB,https://www.simem.co/datadetail/d387abad-9cec-4319-8b45-099573e7b13e,Público
568929,Listado de Operadores de activos del Sistema Interconectado Nacional,2024-01-17T07:10:16.95,2025-12-13T07:16:39.86,2023-11-04T00:00:00,2025-12-12T00:00:00,2025-04-23T10:23:26.877,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=568929,https://www.simem.co/datadetail/568929e3-2765-47b5-ae75-0b411f8d51a8,Público
a859bf,Eventos de Frecuencia,2023-09-30T15:35:54.947,2025-12-13T08:21:45.08,2013-01-01T00:00:00,2025-12-06T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=a859bf,https://www.simem.co/datadetail/a859bfce-d5e1-4e9e-8017-0c21079da4a5,Público
f138b6,Aportes Hídricos en Masa del Informe Diario,2023-07-12T21:50:47.92,2025-12-13T08:26:35.063,2013-01-01T00:00:00,2025-12-12T00:00:00,2025-05-02T06:12:10.59,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=f138b6,https://www.simem.co/datadetail/f138b695-24dd-4714-96cf-0d3e70fe0c7f,Público
6f94cf,Estadísticas de los pronósticos de energía horaria y demanda de energía atendida horaria por periodo y por mercado de comercialización,2023-09-29T17:46:27.667,2025-12-06T23:14:53.467,2022-01-01T00:00:00,2025-11-01T00:00:00,2025-03-16T21:28:40.967,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=6f94cf,https://www.simem.co/datadetail/6f94cf78-a6b6-4855-b468-0d5b503ae17b,Público
972263,Listado de agentes registrados,2023-09-29T23:27:37.013,2025-12-13T08:14:08.647,2013-01-01T00:00:00,2025-12-13T00:00:00,2025-04-23T15:02:51.287,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=972263,https://www.simem.co/datadetail/9722631d-4c67-4ddb-b5ff-0dc2abf17917,Público
f96857,Energía horaria de los contadores,2025-06-03T11:37:34.96,2025-12-13T10:27:46.207,2023-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=f96857,https://www.simem.co/datadetail/0ab9e910-3b4f-4ef5-b5f1-1051311b75f3,Público
AB7D7F,Generación Ideal por planta,2023-09-28T20:27:03.407,2025-12-13T10:29:11.207,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=AB7D7F,https://www.simem.co/datadetail/ab7d7f73-6b18-4022-8e99-119bfe09f936,Público
054d02,Montos de garantías y mecanismos alternativos para cubrir las transacciones en el mercado de energía mayorista agregados,2023-09-29T05:09:58.95,2025-11-17T07:16:00.1,2022-01-01T00:00:00,2025-10-01T00:00:00,2025-03-27T00:31:19.27,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=054d02,https://www.simem.co/datadetail/054d02da-54c8-4a42-ad86-127d9538d737,Público
b38efc,Energía Firme del Cargo por Confiabilidad verificada por el Centro Nacional de Despacho,2023-09-30T18:03:55.007,2025-12-13T09:13:10.623,2018-12-01T00:00:00,2025-12-11T00:00:00,2025-04-29T20:52:38.01,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=b38efc,https://www.simem.co/datadetail/b38efcd8-c26f-44bf-addd-162e64a788f3,Público
0c5948,Precios y estadísticas de los contratos de convocatorias del SICEP entre agentes integrados verticalmente para el mercado regulado,2023-09-30T13:24:31.503,2025-12-11T13:26:43.893,2020-10-01T00:00:00,2025-11-01T00:00:00,2025-03-08T11:36:21.387,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=0c5948,https://www.simem.co/datadetail/0c59488d-9f0d-4a4f-9927-165f65fa10ba,Público
9c7ac5,Informe Anual de Operadores de Red,2023-10-05T18:54:50.687,2025-07-16T10:49:06.06,2022-01-01T00:00:00,2024-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=9c7ac5,https://www.simem.co/datadetail/9c7ac5f7-ee88-43c3-99fe-16d2560a9aae,Público
03e35f,Costo Marginal Redespacho,2023-09-30T21:53:06.86,2025-12-13T07:22:13.277,2013-01-01T00:00:00,2025-12-12T00:00:00,2024-12-20T08:14:58.63,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=03e35f,https://www.simem.co/datadetail/03e35f17-e237-4c84-a51e-173d72942eb2,Público
4A17B1,Magnitud de generación de seguridad del país importador,2023-09-28T20:27:03.407,2025-12-13T10:28:04.313,2021-09-06T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=4A17B1,https://www.simem.co/datadetail/4a17b154-44c4-4ce7-aa43-19548ae4f9fa,Público
A40C2D,DemandaReguladaAgente,2025-03-07T10:41:52.623,,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=A40C2D,https://www.simem.co/datadetail/a40c2daf-4828-40eb-8375-195d145aac67,Público
86d025,Montos de garantías para cubrir las transacciones en el mercado de energía mayorista agregados,2023-09-29T04:36:08.137,2025-12-13T12:12:10.847,2015-01-01T00:00:00,2025-12-05T00:00:00,2025-02-12T08:37:53.877,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=86d025,https://www.simem.co/datadetail/86d02533-95dd-4ad0-92b0-1ab9c82f7f2b,Público
74DE8E,Tasa de cambio representativa del mercado,2025-03-07T16:09:33.467,2025-12-13T10:32:18.317,2013-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=74DE8E,https://www.simem.co/datadetail/74de8e5e-5c8e-49ca-9069-1b7526df5f0c,Público
ea1c85,Reserva asignada como Control Automático de Generación,2023-09-30T18:49:51.86,2025-12-13T08:25:11.857,2013-01-01T00:00:00,2025-12-12T00:00:00,2024-11-23T15:22:11.223,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=ea1c85,https://www.simem.co/datadetail/ea1c85db-823d-43f1-9b61-1b7b30d1da7e,Público
E64837,Maestra para la ejecución de información soporte Mensual,2024-11-18T09:29:24.417,2025-12-12T13:09:11.153,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=E64837,https://www.simem.co/datadetail/e64837c7-4cc3-49e3-bff3-1bef51278708,Público
37A508,Panorama energético Corto Plazo Embalse,2023-11-28T12:07:02.747,2025-07-31T16:36:36.757,2023-10-30T00:00:00,2024-09-08T00:00:00,2025-02-21T15:29:46.93,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=37A508,https://www.simem.co/datadetail/37a5084a-48d9-474a-8c5f-1c7786639796,Público
055A4D,Generación real,2023-09-28T22:45:20.783,2025-12-13T10:28:12.807,2013-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=055A4D,https://www.simem.co/datadetail/055a4d5f-3616-45e3-9bcd-1d3e3a4a47bd,Público
48e773,Precios futuros y estadísticas de los contratos de convocatorias del SICEP para el mercado regulado,2023-09-30T11:49:21.447,2025-12-02T08:24:58.473,2023-09-01T00:00:00,2030-11-01T00:00:00,2025-05-09T14:46:46.233,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=48e773,https://www.simem.co/datadetail/48e773bd-2117-40c5-829e-1de05d51378e,Público
FE1E73,Inflexibilidad asignada en el proceso comercial,2023-09-28T20:27:03.407,2025-12-13T10:29:16.477,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=FE1E73,https://www.simem.co/datadetail/fe1e73f1-92d7-4af2-aaae-1e46d29487d9,Público
ebc2d1,Condición del sistema según lo establecido en el Estatuto de Riesgo de Desabastecimiento,2023-10-10T11:17:18.493,2025-12-12T19:20:46.433,2016-02-11T00:00:00,2025-12-11T00:00:00,2025-03-30T09:18:11.08,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=ebc2d1,https://www.simem.co/datadetail/ebc2d18a-51d8-4122-8e48-1e80e57153a0,Público
9B0F63,Interrupciones en servidores Sicep,2024-08-14T20:23:48.23,2024-01-01T14:27:57.433,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=9B0F63,https://www.simem.co/datadetail/9b0f63aa-ae1f-4282-8341-1ec3a19aa905,Público
58a1b8,Horas de indisponibilidad de las líneas de transmisión nacional y regional del SIN,2023-09-28T23:40:27.327,2025-12-12T14:12:23.167,2020-06-01T00:00:00,2025-11-01T00:00:00,2025-01-14T14:24:33.8,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=58a1b8,https://www.simem.co/datadetail/58a1b85b-1c63-4a2f-8726-1f08a77a1dac,Público
7F18B1,Listado de plantas de generación en pruebas,2024-05-14T18:43:59.563,2025-12-13T08:25:51.887,2013-04-03T00:00:00,2025-12-12T00:00:00,2025-04-30T11:10:31.52,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=7F18B1,https://www.simem.co/datadetail/7f18b1cb-c516-4c17-a053-1f954f0e7394,Público
860c86,Estudio Interconexión Colombia Ecuador,2023-09-30T22:56:28.613,2025-09-09T14:34:00.92,2022-01-01T00:00:00,2024-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=860c86,https://www.simem.co/datadetail/860c861f-ae06-4e6b-9fae-200a9c864e3f,Público
1E0AC7,Compras en bolsa TIE en moneda,2024-11-07T10:33:56.017,2025-12-13T10:25:55.367,2021-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=1E0AC7,https://www.simem.co/datadetail/1e0ac7d3-2c0a-4acf-8dce-2036c5a09869,Público
ea2bb8,Parámetros técnicos de las plantas de generación Solares,2023-09-30T10:30:58.983,2025-05-08T22:59:11.463,2017-09-03T00:00:00,2025-03-11T00:00:00,2025-02-28T15:26:34.917,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=ea2bb8,https://www.simem.co/datadetail/ea2bb8b7-83db-4bb5-848a-2046be8d1000,Público
135D65,Estad?sticas SIMEM,2025-07-08T01:15:07.387,2025-12-13T01:19:53.747,2025-04-22T00:00:00,2025-09-25T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=135D65,https://www.simem.co/datadetail/135d65ed-6eb1-4a67-a8e8-2075531f89e5,Público
86d298,Proyecciones de energía de los contratos no realizados a través del SICEP con destino al mercado regulado por comercializador y contrato,2023-09-29T16:12:29.493,2025-12-02T08:22:23.817,2023-09-01T00:00:00,2030-11-01T00:00:00,2025-03-20T09:44:41.377,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=86d298,https://www.simem.co/datadetail/86d298c5-7522-4efc-aca3-20cbdef0a90d,Público
085460,"Datos soporte del proceso de Demandas por Código sic agente, Recurso, Tipo despacho Recurso, Estado, versión y diaria",2023-09-28T22:10:48.157,2025-12-13T10:32:47.21,2013-01-01T00:00:00,2025-12-10T00:00:00,2025-03-11T15:44:50.64,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=085460,https://www.simem.co/datadetail/085460a4-84cb-4e22-9b79-2160c159892a,Público
5C7EAF,Bandera de inflexibilidades asociadas generaciones de seguridad,2025-02-12T14:04:43.33,2025-12-13T10:25:58.197,2016-01-28T00:00:00,2017-10-07T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=5C7EAF,https://www.simem.co/datadetail/5c7eaf14-4fab-4b52-88ec-22422246bfa8,Público
682a0b,Demanda Energético Largo Plazo,2023-10-11T09:06:59.127,2025-11-15T18:29:50.067,2022-01-01T00:00:00,2030-10-01T00:00:00,2025-05-06T06:32:20.273,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=682a0b,https://www.simem.co/datadetail/682a0b60-f1a4-4498-82ed-22d78263d16c,Público
A8F4C0,PrecioPromPonContratosLPMercadoReg,2025-06-04T11:20:33.287,2025-12-11T12:29:00.83,2024-09-01T00:00:00,2025-07-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=A8F4C0,https://www.simem.co/datadetail/a8f4c0c9-7c0a-4e2a-9209-22dddf41acfc,Público
c1b851,"Datos soporte del proceso de Demandas por Código sic agente, Mercado comercialización, Sistema transmisión, versión y horaria",2023-09-29T01:25:41.95,2025-12-13T10:26:10.19,2013-01-01T00:00:00,2025-12-10T00:00:00,2025-04-30T16:37:13.87,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=c1b851,https://www.simem.co/datadetail/c1b851ad-2758-4171-a582-2393ac802623,Público
EEDA4A,Cantidad ventas en contratos del SICEP,2025-06-04T09:15:17.89,2025-12-13T10:23:47.563,2021-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=EEDA4A,https://www.simem.co/datadetail/eeda4a0b-50e0-4c85-b439-23add5ebbdd0,Público
344fc9,Parámetros técnicos de las plantas de generación Eólicas,2023-09-30T08:31:35.133,2025-03-11T19:58:20.347,2013-01-01T00:00:00,2024-05-25T00:00:00,2025-02-28T14:40:22.853,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=344fc9,https://www.simem.co/datadetail/344fc94d-b86a-4266-bf7b-246f73357220,Público
BC6689,Respuesta de la demanda verificada del sistema,2025-03-07T15:34:44.65,2025-12-13T10:22:47.37,2016-03-21T00:00:00,2017-02-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=BC6689,https://www.simem.co/datadetail/bc6689e5-5045-434e-9e96-24e7d6477b99,Público
7b756b,Precios promedios horarios mensuales de contratos con UNR para el total del SIN,2023-09-29T17:44:07.12,2025-11-20T03:17:58.43,2023-01-01T00:00:00,2025-10-01T00:00:00,2025-04-11T10:39:41.493,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=7b756b,https://www.simem.co/datadetail/7b756ba8-4cb6-497d-98c0-2689508cdad7,Público
75f675,Aportes Energético Largo Plazo,2023-10-11T09:04:06.687,2025-11-15T18:29:41.423,2022-01-01T00:00:00,2030-10-01T00:00:00,2025-05-05T13:39:05.517,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=75f675,https://www.simem.co/datadetail/75f675ad-1747-4922-b0d9-27061d7d1060,Público
520A3F,Responsabilidad comercial de AGC,2025-09-05T11:55:41.18,2025-12-13T10:31:26.4,2021-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=520A3F,https://www.simem.co/datadetail/520a3f56-52e8-457b-8923-27a31a8a9c76,Público
8C46A7,GeneracionIdealSinConsiderarContratos,2025-07-19T11:31:40.14,2025-10-12T11:37:25.723,2024-10-01T00:00:00,2025-01-31T00:00:00,2024-09-09T18:55:37.893,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=8C46A7,https://www.simem.co/datadetail/8c46a710-6d3f-40c2-9d3a-282177b26c13,Público
E055B4,Generación programada en el despacho,2023-09-28T22:45:20.783,2025-12-13T10:20:33.323,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=E055B4,https://www.simem.co/datadetail/e055b421-17fa-4626-99df-2856a2984f44,Público
6781a0,Generación Energético Mediano Plazo,2023-09-30T11:38:47.51,2025-12-07T19:19:06.277,2022-01-03T00:00:00,2027-11-29T00:00:00,2025-02-18T18:48:43.053,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=6781a0,https://www.simem.co/datadetail/6781a010-85a2-46c2-bc2c-28874789ebf5,Público
A0CF2A,Listado de Embalses que sirven al Sistema Interconectado Nacional,2024-02-03T16:29:38.633,2025-12-13T07:19:33.48,2023-11-06T00:00:00,2025-12-12T00:00:00,2025-04-10T10:50:22.27,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=A0CF2A,https://www.simem.co/datadetail/a0cf2ac0-acea-4154-a4de-2928901cb5d0,Público
68300e,Pronóstico del CND de demanda por mercado de comercialización,2023-09-28T22:47:50.8,2025-12-01T21:24:36.433,2013-01-01T00:00:00,2025-11-30T00:00:00,2024-08-01T12:32:15.087,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=68300e,https://www.simem.co/datadetail/68300e5e-260f-41b4-bc8d-2992592d1fed,Público
7e704d,Meteorología local en Plantas Solares,2023-07-13T15:04:35.627,2025-12-13T07:18:52.857,2022-01-02T00:00:00,2025-12-07T00:00:00,2025-04-18T01:19:36.153,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=7e704d,https://www.simem.co/datadetail/7e704d53-d4c0-44fa-a245-29d66fe5b5ba,Público
206062,"Datos soporte del proceso de liquidación por Código sic agente, versión, horaria y mensual",2023-09-28T23:37:22.983,2025-12-11T12:25:40.57,2013-01-01T00:00:00,2025-10-31T00:00:00,2025-03-19T23:40:16.163,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=206062,https://www.simem.co/datadetail/20606251-f540-434b-9443-2a5fc7e4070c,Público
32afa5,"Datos soporte del proceso de liquidación por descripción convocatoria, Código convocatoria subasta, Fecha asignación subasta, versión y mensual",2023-09-30T10:59:22.42,2025-10-25T11:43:14.58,2016-09-01T00:00:00,2025-04-01T00:00:00,2025-01-07T16:33:07.513,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=32afa5,https://www.simem.co/datadetail/32afa590-5b31-4fd8-a7dd-2a73ff9edb41,Público
b08986,Registro de contratos de usuarios no regulados y reporte de facturación,2023-09-29T00:14:41.41,2025-12-02T07:17:55.64,2023-09-01T00:00:00,2025-11-01T00:00:00,2025-04-29T17:55:01.177,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=b08986,https://www.simem.co/datadetail/b0898698-218a-46fb-ba84-2a88a402c492,Público
24914F,Versiones de factura para la liquidación mensual,2024-11-18T10:20:48.617,2025-12-13T09:10:59.09,2013-01-01T00:00:00,2025-11-13T00:00:00,2025-03-18T14:20:54.047,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=24914F,https://www.simem.co/datadetail/24914f1d-dfd8-4d2f-9b9d-2ac32a31e388,Público
