Embalse;Periodo;Codigo EC;Caudal;Codigo EP;Precipitacion;Ln(c);Ln(p)
;2015-2s;3107250;166.288938709677;;;5.11372686991382;
;2016-1s;3107250;122.000351594364;;;4.80402392665012;
;2016-2s;3107250;184.952069713262;;;5.22009670887961;
;2017-1s;3107250;114.74212890425;;;4.742687253161;
;2017-2s;3107250;171.888636917563;;;5.14684680733924;
;2018-1s;3107250;160.04827109575;;;5.07547546408168;
;2018-2s;3107250;170.304883691756;;;5.13759026424957;
;2019-1s;3107250;111.070863940092;;;4.71016841148759;
;2019-2s;3107250;151.342640681004;;;5.01954640977943;
;2020-1s;3107250;90.8850108515635;;;4.50959509046389;
;2020-2s;3107250;146.953855197133;;;4.99011862727502;
;2021-1s;3107250;131.793515745008;;;4.88123642317233;
;2021-2s;3107250;202.182136363636;;;5.30916895631187;
;2022-1s;3107250;;;;;
;2022-2s;3107250;;;;;
;2023-1s;3107250;;;;;
;2023-2s;3107250;;;;;
;2024-1s;3107250;;;;;
;2024-2s;3107250;;;;;
;2025-1s;3107250;;;;;
;2015-1s;3107350;8.48286118791603;;;2.13804779713118;
;2015-2s;3107350;13.0754503584229;;;2.57073645359664;
;2016-1s;3107350;5.18527627610926;;;1.64582312398603;
;2016-2s;3107350;10.0921930107527;;;2.31176215572006;
;2017-1s;3107350;6.15155785970302;;;1.81670536026155;
;2017-2s;3107350;9.71610681003584;;;2.27378500429027;
;2018-1s;3107350;7.15521244239631;;;1.96784110402763;
;2018-2s;3107350;9.46401720430108;;;2.24749694454226;
;2019-1s;3107350;5.28411310803891;;;1.66470479219156;
;2019-2s;3107350;9.27846379928315;;;2.22769599422469;
;2020-1s;3107350;3.44046258806081;;;1.23560593561808;
;2020-2s;3107350;8.77904677419355;;;2.1723678338936;
;2021-1s;3107350;5.60408421658986;;;1.72349565630436;
;2021-2s;3107350;7.52455053763441;;;2.01817107963306;
;2022-1s;3107350;5.03541753712238;;;1.6164964496682;
;2022-2s;3107350;7.48161075268817;;;2.01244811007226;
;2023-1s;3107350;5.21756298003072;;;1.65203043081744;
;2023-2s;3107350;8.38572670250896;;;2.12653105848569;
;2024-1s;3107350;4.31133132448753;;;1.46124674841081;
;2024-2s;3107350;;;;;
;2025-1s;3107350;;;;;
;2015-1s;3120010;391.800643881208;;;5.97075314890166;
;2015-2s;3120010;305.861503584229;;;5.72313239683096;
;2016-1s;3120010;470.719585038932;;;6.15426255586725;
;2016-2s;3120010;432.033175268817;;;6.0685023798993;
;2017-1s;3120010;429.091158730159;;;6.06166938756745;
;2017-2s;3120010;352.812510035842;;;5.86593678278924;
;2018-1s;3120010;428.97816203277;;;6.06140601327983;
;2018-2s;3120010;366.78762311828;;;5.90478299695118;
;2019-1s;3120010;485.024265258577;;;6.18419892114694;
;2019-2s;3120010;448.026303225806;;;6.10485194324907;
;2020-1s;3120010;453.405796910147;;;6.11678752341328;
;2020-2s;3120010;405.990657168459;;;6.00633014743661;
;2021-1s;3120010;526.88241984127;;;6.26697741139247;
;2021-2s;3120010;450.395578315412;;;6.11012625953798;
;2022-1s;3120010;428.681898182284;;;6.06071514780524;
;2022-2s;3120010;378.694237096774;;;5.93672911719696;
;2023-1s;3120010;470.438388940092;;;6.15366500239592;
;2023-2s;3120010;360.897320967742;;;5.88859348842292;
;2024-1s;3120010;455.955558385861;;;6.12239534508475;
;2024-2s;3120010;331.948590143369;;;5.80498010796039;
;2025-1s;3120010;;;;;
;2015-1s;3121200;158.861807859703;;;5.06803469134735;
;2015-2s;3121200;191.758596774194;;;5.2562372724846;
;2016-1s;3121200;;;;;
;2016-2s;3121200;;;;;
;2017-1s;3121200;;;;;
;2017-2s;3121200;;;;;
;2018-1s;3121200;;;;;
;2018-2s;3121200;;;;;
;2019-1s;3121200;;;;;
;2019-2s;3121200;;;;;
;2020-1s;3121200;;;;;
;2020-2s;3121200;;;;;
;2021-1s;3121200;;;;;
;2021-2s;3121200;;;;;
;2022-1s;3121200;;;;;
;2022-2s;3121200;;;;;
;2023-1s;3121200;;;;;
;2023-2s;3121200;;;;;
;2024-1s;3121200;;;;;
;2024-2s;3121200;;;;;
;2025-1s;3121200;;;;;
;2015-1s;3141300;256.285096044547;;;5.54629048124827;
;2015-2s;3141300;278.797223297491;;;5.63048471935862;
;2016-1s;3141300;258.984755407243;;;5.55676920053576;
;2016-2s;3141300;320.263585483871;;;5.76914436137238;
;2017-1s;3141300;302.125742217102;;;5.71084329567633;
;2017-2s;3141300;400.118479390681;;;5.99176070172658;
;2018-1s;3141300;264.001460816692;;;5.57595463652757;
;2018-2s;3141300;275.096842831541;;;5.61712319142535;
;2019-1s;3141300;263.30887547363;;;5.57332777453129;
;2019-2s;3141300;248.807052508961;;;5.51667770656039;
;2020-1s;3141300;227.550270930664;;;5.42737118510428;
;2020-2s;3141300;291.079170430108;;;5.67359529350268;
;2021-1s;3141300;276.62617281106;;;5.62266703807686;
;2021-2s;3141300;275.491241935484;;;5.6185558383798;
;2022-1s;3141300;;;;;
;2022-2s;3141300;;;;;
;2023-1s;3141300;;;;;
;2023-2s;3141300;;;;;
;2024-1s;3141300;;;;;
;2024-2s;3141300;;;;;
;2025-1s;3141300;;;;;
;2015-1s;3141310;287.116277163338;;;5.65988728062036;
;2015-2s;3141310;309.159555555556;;;5.73385750465048;
;2016-1s;3141310;289.640638363614;;;5.66864097650802;
;2016-2s;3141310;349.104922939068;;;5.85537251581353;
;2017-1s;3141310;307.29308812084;;;5.72780197659855;
;2017-2s;3141310;351.434996415771;;;5.86202476218787;
;2018-1s;3141310;287.757844572453;;;5.66211930899392;
;2018-2s;3141310;332.96708297491;;;5.80804363516927;
;2019-1s;3141310;287.199088991295;;;5.66017566513316;
;2019-2s;3141310;554.1538;;;6.31744226554724;
;2020-1s;3141310;;;;;
;2020-2s;3141310;;;;;
;2021-1s;3141310;;;;;
;2021-2s;3141310;;;;;
;2022-1s;3141310;;;;;
;2022-2s;3141310;;;;;
;2023-1s;3141310;;;;;
;2023-2s;3141310;;;;;
;2024-1s;3141310;;;;;
;2024-2s;3141310;;;;;
;2025-1s;3141310;;;;;
;2015-1s;3141500;1946.40660924219;;;7.57374018708736;
;2015-2s;3141500;2486.96068100358;;;7.81881663386885;
;2016-1s;3141500;1920.39019981461;;;7.56028367344371;
;2016-2s;3141500;2496.33888225806;;;7.82258049040883;
;2017-1s;3141500;1964.05641570661;;;7.58276721340339;
;2017-2s;3141500;2334.4780281362;;;7.75554360255955;
;2018-1s;3141500;1980.18400213774;;;7.59094504974342;
;2018-2s;3141500;2498.14029318996;;;7.82330185131423;
;2019-1s;3141500;2080.96258932412;;;7.64058584897309;
;2019-2s;3141500;2707.33991362007;;;7.90372185011694;
;2020-1s;3141500;2208.60340129156;;;7.70011564963338;
;2020-2s;3141500;2743.47918620072;;;7.91698216988404;
;2021-1s;3141500;2193.03109447005;;;7.69303992728228;
;2021-2s;3141500;;;;;
;2022-1s;3141500;;;;;
;2022-2s;3141500;;;;;
;2023-1s;3141500;;;;;
;2023-2s;3141500;;;;;
;2024-1s;3141500;;;;;
;2024-2s;3141500;;;;;
;2025-1s;3141500;;;;;
;2015-1s;3142500;379.969809114183;;;5.94009179986462;
;2015-2s;3142500;262.557359498208;;;5.57046957053545;
;2016-1s;3142500;201.100024107032;;;5.30380241665444;
;2016-2s;3142500;193.775568996416;;;5.26670062854007;
;2017-1s;3142500;417.344888428059;;;6.03391295053529;
;2017-2s;3142500;220.127254480287;;;5.39420580858238;
;2018-1s;3142500;318.007756938044;;;5.76207577536961;
;2018-2s;3142500;218.309963261649;;;5.38591590274185;
;2019-1s;3142500;239.159804045059;;;5.47713196466573;
;2019-2s;3142500;250.414944444444;;;5.52311931973115;
;2020-1s;3142500;254.713913298727;;;5.54014100671539;
;2020-2s;3142500;190.424896774194;;;5.24925787417754;
;2021-1s;3142500;414.295651459293;;;6.02657985291264;
;2021-2s;3142500;223.09514516129;;;5.40759834038276;
;2022-1s;3142500;;;;;
;2022-2s;3142500;;;;;
;2023-1s;3142500;;;;;
;2023-2s;3142500;;;;;
;2024-1s;3142500;;;;;
;2024-2s;3142500;;;;;
;2025-1s;3142500;;;;;
;2015-1s;3142600;4.86484709421403;;;1.58203528538331;
;2015-2s;3142600;3.39546146953405;;;1.22243967799858;
;2016-1s;3142600;2.55919014954888;;;0.939690860610471;
;2016-2s;3142600;2.2150229390681;;;0.795262759681893;
;2017-1s;3142600;8.00656761392729;;;2.08026215662418;
;2017-2s;3142600;1.79327956989247;;;0.584046105442321;
;2018-1s;3142600;4.19252181259601;;;1.43330241746759;
;2018-2s;3142600;2.83189265232975;;;1.04094526986226;
;2019-1s;3142600;3.03318269329237;;;1.10961246206955;
;2019-2s;3142600;3.88054103942652;;;1.35597458706505;
;2020-1s;3142600;7.91346362625139;;;2.0685655653633;
;2020-2s;3142600;3.99055107526882;;;1.38392933546736;
;2021-1s;3142600;11.2993556451613;;;2.42474570154035;
;2021-2s;3142600;3.59836738351254;;;1.28048023801791;
;2022-1s;3142600;9.57484210189452;;;2.25913904426698;
;2022-2s;3142600;2.93527329749104;;;1.07680056563698;
;2023-1s;3142600;8.29859887352791;;;2.11608669013415;
;2023-2s;3142600;2.32373835125448;;;0.843177247132713;
;2024-1s;3142600;4.25425354715116;;;1.44791931705907;
;2024-2s;3142600;0.998393300248139;;;-0.0016079918781321;
;2025-1s;3142600;;;;;
;2015-1s;3142800;14.4676573604711;;;2.67191563123208;
;2015-2s;3142800;12.8167750896057;;;2.55075486677486;
;2016-1s;3142800;9.72451334198492;;;2.27464984629709;
;2016-2s;3142800;9.94956451612903;;;2.29752878298948;
;2017-1s;3142800;14.7157963773682;;;2.68892150032757;
;2017-2s;3142800;12.1711507168459;;;2.49906845609123;
;2018-1s;3142800;13.1231094854071;;;2.57437475889597;
;2018-2s;3142800;11.4079322580645;;;2.43430892554636;
;2019-1s;3142800;12.4727486687148;;;2.52354615791368;
;2019-2s;3142800;11.7856845878136;;;2.46688562446027;
;2020-1s;3142800;12.2485602274132;;;2.50540839762719;
;2020-2s;3142800;10.0907786738351;;;2.31162200421591;
;2021-1s;3142800;16.3596380184332;;;2.79481720491718;
;2021-2s;3142800;15.3053347670251;;;2.72820144520783;
;2022-1s;3142800;20.5785753200205;;;3.02425050157721;
;2022-2s;3142800;16.3038363799283;;;2.79140044085152;
;2023-1s;3142800;;;;;
;2023-2s;3142800;;;;;
;2024-1s;3142800;;;;;
;2024-2s;3142800;;;;;
;2025-1s;3142800;;;;;
